Date,Team,Opponent,Home/Away,Result,Home Odds,Draw Odds,Away Odds,AHh,B365AHH,B365AHA,B365>2.5,B365<2.5,FTHG,FTAG,Bookmaker Margin,Fair Odds(H),Fair Odds(D),Fair Odds(A),Risk Score,Cumulative Score
2021-07-24,Darmstadt,Regensburg,H,L,2.05,3.6,3.4,0.25,,,1.66,2.15,0,2,0.05970030288538197,2.172385620915033,3.814921090387375,3.6029810298102984,0.0,0.0
2021-07-30,Darmstadt,Karlsruhe,A,L,1.33,4.5,8.0,-1.25,1.85,2.0,1.83,2.02,3,0,0.09910192147034236,1.4618055555555554,4.945958646616541,8.792815371762739,-0.4603234298608499,-0.4603234298608499
2021-08-15,Darmstadt,Ingolstadt,H,W,3.0,3.4,2.37,0.0,2.08,1.73,1.93,1.93,6,1,0.049391908662199,3.148175725986597,3.5679324894514766,2.487058823529412,-0.11372921615201902,-0.5740526460128689
2021-08-22,Darmstadt,Hamburg,A,D,1.65,4.0,5.0,-0.75,1.85,2.0,1.57,2.35,2,2,0.056060606060606144,1.7425000000000002,4.224242424242425,5.28030303030303,0.6823557237464521,0.10830307773358328
2021-08-28,Darmstadt,Hannover,H,W,2.4,3.4,2.8,0.0,1.8,2.05,1.57,2.35,4,0,0.06792717086834732,2.5630252100840334,3.630952380952381,2.9901960784313726,-0.18938307030129126,-0.08107999256770798
2021-09-12,Darmstadt,Hansa Rostock,A,L,2.87,3.4,2.4,0.25,1.8,2.05,1.7,2.1,2,1,0.05921636947461906,3.039950980392157,3.601335656213705,2.542119286739086,0.6098360655737705,0.5287560730060625
2021-09-19,Darmstadt,Dresden,H,W,2.05,3.6,3.25,-0.25,1.77,2.02,1.66,2.15,1,0,0.07327496351886609,2.2002136752136754,3.8637898686679173,3.488143631436315,-0.39337257115214064,0.1353835018539219
2021-09-24,Darmstadt,Heidenheim,A,L,2.0,3.6,3.5,-0.25,1.73,2.08,1.7,2.1,2,1,0.06349206349206349,2.126984126984127,3.8285714285714283,3.7222222222222223,0.5454986889385258,0.6808821907924477
2021-10-03,Darmstadt,Sandhausen,A,W,3.5,3.75,2.0,0.25,2.05,1.8,1.66,2.15,1,6,0.05238095238095242,3.6833333333333336,3.9464285714285716,2.104761904761905,-0.26865671641791045,0.41222547437453727
2021-10-17,Darmstadt,Werder Bremen,H,W,2.87,3.4,2.45,0.0,2.08,1.73,1.53,2.4,3,0,0.050712968114074775,3.015546218487395,3.572424091587854,2.5742467718794835,0.5248868778280543,0.9371123522025916
