Date,Team,Opponent,Home/Away,Result,Home Odds,Draw Odds,Away Odds,AHh,B365AHH,B365AHA,B365>2.5,B365<2.5,FTHG,FTAG,Bookmaker Margin,Fair Odds(H),Fair Odds(D),Fair Odds(A),Risk Score,Cumulative Score
2022-08-14,Ascoli,Ternana,H,W,2.0,3.2,3.5,-0.25,1.77,2.02,1.95,1.9,2,1,0.09821428571428559,2.196428571428571,3.514285714285714,3.8437499999999996,0.0,0.0
2022-08-20,Ascoli,Spal,H,D,2.0,3.4,3.6,-0.5,2.02,1.83,1.98,1.88,1,1,0.0718954248366015,2.143790849673203,3.644444444444445,3.858823529411765,0.5447154471544715,0.5447154471544715
2022-08-27,Ascoli,Palermo,A,W,2.37,3.25,3.0,-0.25,2.0,1.85,2.0,1.85,2,3,0.06296656929568312,2.519230769230769,3.4546413502109696,3.1888997078870496,-0.46646341463414626,0.07825203252032525
2022-09-03,Ascoli,Cittadella,H,D,2.2,3.2,3.25,-0.25,1.98,1.88,2.15,1.66,0,0,0.0747377622377623,2.364423076923077,3.4391608391608397,3.4928977272727275,0.686412213740458,0.7646642462607833
2022-09-10,Ascoli,Perugia,A,L,2.25,3.2,3.0,-0.25,1.95,1.9,2.1,1.7,1,0,0.09027777777777768,2.453125,3.4888888888888885,3.2708333333333335,-0.422936152907686,0.34172809335309734
2022-09-17,Ascoli,Parma,H,L,2.9,3.2,2.25,0.25,1.8,2.05,2.05,1.75,1,3,0.101772030651341,3.1951388888888888,3.5256704980842914,2.4789870689655173,-0.3057324840764331,0.03599560927666423
2022-10-02,Ascoli,Benevento,A,D,1.9,3.6,4.0,-0.5,2.0,1.85,2.1,1.7,1,1,0.05409356725146197,2.0027777777777778,3.794736842105263,4.216374269005848,-0.3129754401217127,-0.27697983084504846
2022-10-08,Ascoli,Modena,H,L,2.1,3.2,3.4,-0.25,1.9,1.95,2.1,1.7,1,2,0.08280812324929965,2.2738970588235294,3.464985994397759,3.681547619047618,-0.23717059639389737,-0.5141504272389459
2022-10-15,Ascoli,Bari,A,W,2.05,3.3,3.6,-0.25,1.77,2.1,2.15,1.66,0,2,0.06861295885686136,2.1906565656565657,3.5264227642276427,3.8470066518847004,-0.4397736459175424,-0.9539240731564882
2022-10-24,Ascoli,Cagliari,H,W,2.7,3.25,2.62,0.0,1.98,1.88,2.15,1.66,2,1,0.05974206737565524,2.861303581914269,3.444161718970879,2.776524216524217,0.7400576368876081,-0.21386643626888024
2022-10-29,Ascoli,Venezia,A,W,1.95,3.5,3.8,-0.5,1.95,1.9,2.05,1.75,0,2,0.06169269327164062,2.070300751879699,3.715924426450742,4.034432234432235,0.6505089476276473,0.4366425113587671
2022-11-05,Ascoli,Brescia,A,D,1.95,3.25,4.2,-0.5,2.02,1.83,2.15,1.66,1,1,0.05860805860805862,2.064285714285714,3.4404761904761902,4.446153846153846,0.7521336480842564,1.1887761594430235
2022-11-11,Ascoli,Frosinone,H,L,3.0,3.1,2.37,0.25,1.75,2.13,2.3,1.6,0,1,0.07785490676466589,3.233564720293998,3.341350210970464,2.5545161290322587,-0.22491349480968856,0.9638626646333349
2022-11-27,Ascoli,Sudtirol,A,D,2.3,3.1,2.9,-0.25,2.1,1.77,2.4,1.53,2,2,0.10219084006383916,2.53503893214683,3.4167916041979014,3.196353436185133,-0.3092562192195984,0.6546064454137366
2022-12-04,Ascoli,Como,H,D,2.05,3.3,3.4,-0.25,1.83,2.02,2.1,1.7,3,3,0.08495282813790705,2.224153297682709,3.580344332855093,3.6888396156688836,-0.3128565160157964,0.3417499293979402
2022-12-08,Ascoli,Pisa,A,L,2.05,3.2,3.4,-0.25,1.8,2.05,2.2,1.65,2,0,0.09442252510760407,2.2435661764705883,3.502152080344333,3.721036585365854,-0.44960929673412153,-0.10785936733618134
2022-12-11,Ascoli,Genoa,H,D,3.6,3.25,2.1,0.25,2.05,1.8,2.3,1.6,0,0,0.061660561660561664,3.8219780219780217,3.450396825396825,2.2294871794871796,-0.2687423187218353,-0.37660168605801664
2022-12-18,Ascoli,Cosenza,A,W,2.75,2.9,2.75,0.0,1.95,1.9,2.4,1.53,1,3,0.07210031347962387,2.9482758620689657,3.1090909090909093,2.9482758620689657,-0.26164462334675104,-0.6382463094047677
2022-12-26,Ascoli,Reggina,H,L,2.8,2.9,2.63,0.0,2.02,1.83,2.4,1.53,0,1,0.08219858023188298,3.0301560246492723,3.1383758826724604,2.8461822660098517,0.6608187134502924,0.02257240404552474
2023-01-15,Ascoli,Ternana,A,L,2.2,3.25,3.3,-0.25,1.93,1.93,2.05,1.8,1,0,0.06526806526806528,2.3435897435897437,3.462121212121212,3.5153846153846158,-0.3300160096923543,-0.30744360564682954
2023-01-21,Ascoli,Spal,A,D,2.63,3.0,2.75,0.0,1.93,1.93,2.5,1.5,1,1,0.07719783385182621,2.833030303030303,3.2315935015554786,2.962294043092522,-0.2844638949671772,-0.5919075006140068
2023-01-29,Ascoli,Palermo,H,L,2.25,3.1,3.0,-0.25,2.02,1.83,2.25,1.62,1,2,0.10035842293906794,2.475806451612903,3.411111111111111,3.301075268817204,-0.3375762113595037,-0.9294837119735104
2023-02-04,Ascoli,Cittadella,A,L,2.45,3.1,3.0,0.0,1.75,2.13,2.88,1.4,3,0,0.06407724380074598,2.606989247311828,3.298639455782313,3.192231731402238,-0.40390879478827363,-1.333392506761784
2023-02-11,Ascoli,Perugia,H,W,2.6,3.1,2.9,0.0,1.8,2.05,2.35,1.57,1,0,0.052023615983571414,2.735261401557286,3.2612732095490715,3.050868486352357,-0.3132604660754795,-1.6466529728372636
2023-02-18,Ascoli,Parma,A,W,1.8,3.5,4.75,-0.75,2.05,1.8,2.25,1.62,0,1,0.05179615705931484,1.8932330827067665,3.681286549707602,4.996031746031746,0.6344042293615291,-1.0122487434757346
