Date,Team,Opponent,Home/Away,Result,Home Odds,Draw Odds,Away Odds,AHh,B365AHH,B365AHA,B365>2.5,B365<2.5,FTHG,FTAG,Bookmaker Margin,Fair Odds(H),Fair Odds(D),Fair Odds(A),Risk Score,Cumulative Score
2022-07-30,Birmingham,Luton,A,D,1.83,3.5,4.33,-0.5,1.86,2.04,2.0,1.8,0,0,0.06310925536306966,1.9454899373144177,3.7208823937707445,4.603263075722092,0.0,0.0
2022-08-05,Birmingham,Huddersfield,H,W,2.37,3.25,3.1,-0.25,2.04,1.86,2.2,1.66,2,1,0.052213881123640116,2.4937468982630273,3.41969511365183,3.2618630314832844,-0.21723720403338773,-0.21723720403338773
2022-08-13,Birmingham,Cardiff,A,L,2.25,3.3,3.3,-0.25,1.97,1.93,2.2,1.66,1,0,0.050505050505050386,2.3636363636363633,3.4666666666666663,3.4666666666666663,0.598996994965074,0.3817597909316862
2022-08-16,Birmingham,Watford,H,D,3.6,3.4,2.0,0.5,1.81,2.09,2.1,1.72,1,1,0.07189542483660127,3.8588235294117648,3.6444444444444444,2.1437908496732025,-0.2884615384615385,0.09329825247014772
2022-08-20,Birmingham,Wigan,H,L,2.55,3.25,2.8,0.0,1.85,2.05,2.2,1.66,0,1,0.056992027580262894,2.69532967032967,3.435224089635854,2.959577677224736,-0.25914634146341464,-0.16584808899326692
2022-08-27,Birmingham,Rotherham,A,L,2.0,3.3,4.0,-0.5,2.04,1.86,2.2,1.66,2,0,0.05303030303030298,2.106060606060606,3.4749999999999996,4.212121212121212,-0.37101212924268684,-0.5368602182359538
2022-08-30,Birmingham,Norwich,H,L,4.5,3.5,1.83,0.5,2.06,1.84,2.0,1.85,1,2,0.05438459536820184,4.744730679156909,3.6903460837887065,1.9295238095238094,-0.23741007194244607,-0.7742702901783998
2022-09-03,Birmingham,Preston,A,W,1.66,3.6,5.75,-0.75,1.9,2.0,2.2,1.66,0,1,0.054100459810255686,1.7498067632850243,3.7947616553169206,6.061077643908971,-0.2107601184600197,-0.9850304086384195
2022-09-14,Birmingham,West Brom,A,W,1.44,4.33,8.0,-1.25,2.03,1.87,1.85,2.0,2,3,0.05039132666153456,1.5125635103926098,4.548194444444444,8.403130613292277,0.8350128378564922,-0.15001757078192735
2022-09-17,Birmingham,Coventry,H,D,2.87,3.25,2.55,0.0,2.07,1.83,2.0,1.8,0,0,0.04828122618653463,3.0085671191553547,3.4069139851062378,2.6731171267756633,0.8809967325251168,0.7309791617431894
2022-10-01,Birmingham,Sheffield United,A,D,1.44,4.75,7.0,-1.25,2.05,1.85,1.83,2.02,1,1,0.047827903091060886,1.5088721804511278,4.9771825396825395,7.3347953216374275,-0.3323841418172338,0.39859501992595564
2022-10-05,Birmingham,Middlesbrough,A,L,1.65,3.75,5.75,-0.75,1.84,2.06,2.02,1.83,1,0,0.04664031620553377,1.7269565217391307,3.9249011857707514,6.018181818181819,-0.13633645604943193,0.2622585638765237
2022-10-08,Birmingham,Bristol City,H,W,2.7,3.25,2.6,0.0,1.99,1.91,1.95,1.9,3,0,0.06267806267806275,2.8692307692307697,3.453703703703704,2.762962962962963,-0.16616314199395768,0.09609542188256603
2022-10-16,Birmingham,Hull,A,W,2.6,3.3,2.75,0.0,1.88,2.02,2.1,1.72,0,2,0.0512820512820511,2.733333333333333,3.4692307692307685,2.8910256410256405,0.6514745308310992,0.7475699527136652
2022-10-19,Birmingham,Burnley,H,D,3.6,3.3,2.1,0.25,2.02,1.77,2.1,1.72,1,1,0.05699855699855716,3.8051948051948057,3.488095238095238,2.21969696969697,0.6541019955654102,1.4016719482790754
2022-10-22,Birmingham,Blackburn,A,L,2.05,3.25,3.75,-0.25,1.75,2.05,2.1,1.72,2,1,0.062163852407754794,2.177435897435897,3.4520325203252034,3.9831144465290804,-0.26279863481228666,1.1388733134667888
2022-10-28,Birmingham,QPR,H,W,2.25,3.3,3.2,-0.25,2.01,1.89,2.1,1.72,2,0,0.0599747474747474,2.3849431818181817,3.4979166666666663,3.391919191919192,-0.25105982100800756,0.8878134924587812
2022-11-02,Birmingham,Millwall,H,D,2.5,3.2,2.9,0.0,1.79,2.11,2.3,1.61,0,0,0.05732758620689671,2.6433189655172415,3.3834482758620696,3.0662500000000006,0.5807027992852889,1.46851629174407
2022-11-05,Birmingham,Stoke,A,W,2.05,3.5,3.6,-0.5,2.02,1.77,2.2,1.66,1,2,0.05129694154084419,2.1551587301587305,3.679539295392955,3.784668989547039,-0.3783122706889523,1.0902040210551178
2022-11-08,Birmingham,Swansea,H,D,2.7,3.25,2.7,0.0,1.95,1.95,2.2,1.66,2,2,0.04843304843304841,2.8307692307692305,3.407407407407407,2.8307692307692305,0.7357761001657154,1.825980121220833
2022-11-11,Birmingham,Sunderland,H,L,2.2,3.3,3.4,-0.25,1.94,1.96,2.2,1.66,1,2,0.051693404634581164,2.3137254901960786,3.4705882352941178,3.575757575757576,-0.3532608695652174,1.4727192516556156
2022-12-10,Birmingham,Blackpool,A,D,2.75,3.3,2.63,0.0,2.02,1.88,2.1,1.73,0,0,0.04689480354879594,2.878960709759189,3.4547528517110266,2.7533333333333334,-0.43220338983050843,1.0405158618251074
